Feature1,Feature2
12.483570765056164,5.846292579495858
9.308678494144077,15.79354677234641
13.238442690503462,16.572854834732304
17.61514928204013,11.97722730778381
8.82923312638332,18.38714288333991
8.829315215254097,24.040508568145384
17.896064077536955,38.8618590121053
13.837173645764544,21.74577812831839
7.652628070325239,22.57550390722764
12.712800217929823,19.255540842338327
7.682911535937689,0.8122878470095856
7.671351232148716,19.73486124550783
11.209811357830171,20.602302099410263
0.4335987767110101,44.63242112485286
1.3754108374348366,18.076390352188774
7.188562353795136,23.015473423336125
4.935844398327881,19.652882302947567
11.57123666297637,8.31321962380468
5.459879622393945,31.428228145150207
2.9384814933235424,27.519330326867742
17.32824384460777,27.91031947043047
8.871118497567322,10.90612545205261
10.33764102343962,34.02794310936099
2.8762590689327165,5.981489372077192
7.278086377374087,25.868570938002705
10.55461294854933,41.90455625809979
4.245032112888486,10.094636748693116
11.87849009172836,14.33702270397228
6.996806550405975,20.996513650876413
8.541531251033616,14.965243458838007
6.991466938853016,4.493365689338674
19.261390922544688,20.685629748060272
9.932513876310331,9.376962862738951
4.711445355220498,24.735924306351816
14.112724560515945,10.80575765766197
3.895781750144889,35.499344050175395
11.044317975023777,12.167467076637628
0.20164938060112192,16.779384837943244
3.3590697555078473,28.135172173696695
10.984306179345618,7.691356835660448
13.692332899977053,22.274599346041295
10.856841405949853,33.07142754282428
9.421758588058797,3.9251676543877245
8.494481522053556,21.846338585323043
2.6073900481628627,22.598827942484235
6.400778958026457,27.818228717773103
7.696806145201062,7.6304928912191805
15.285611131094578,6.795433869157236
11.718091447842307,25.219415656168977
1.1847992231863298,22.96984673233186
11.620419846973975,22.504928503458764
8.074588597918417,23.464482094969757
6.6153899984702065,13.199752784215093
13.05838144420434,22.322536971610035
15.154997612479754,22.93072473298681
14.656400595580994,12.85648581973632
5.803912383886807,38.65774511144757
8.453938120743928,24.738329209117875
11.65631715701782,8.086965027973514
14.877725635611796,26.565536086338298
7.604128810773551,10.253183297726785
9.071705116680914,27.87084603742452
4.468325129969859,31.58595579007404
4.018966879596646,11.793176816482895
14.06262911197099,29.633761292443218
16.781200142854114,24.12780926936498
9.63994939209833,28.2206015999449
15.01766448946012,38.967929826539475
11.80818012523817,17.546118839971296
6.774401226974378,12.462638356425105
11.806978027542069,11.104855703744768
17.690182832329846,11.841897150345616
9.820869804450242,19.22898290585896
17.82321827907003,23.411519748166437
-3.0987255204487223,22.76690799330019
14.10951252187612,28.27183249036024
10.435235341190856,20.13001891877907
8.504963247670663,34.53534077157317
10.458803882677511,17.35343166762044
0.062155426995536445,47.20169166589619
8.90164056081244,26.25667347765006
11.785562857558732,11.428424435837174
17.38947022370758,9.291075019388877
7.408648908631763,24.824724152431852
5.957531985534062,17.76537214674149
7.491214782077318,27.14000494092092
14.57701058851037,24.73237624573545
11.643755548298422,19.27171087343127
7.351198981164806,11.53206281931595
12.56633716556678,4.8515277531413545
10.485387746740201,15.534850479329789
14.843224952664446,28.56398794323472
6.489734530613238,22.14093744130204
8.361689267011158,7.542612212880119
8.039459234339212,21.73180925851182
2.682425259339407,23.853173797288367
11.480601385322881,11.16142563798867
11.305276360899446,21.53725105945528
10.025567283212304,20.58208718446
8.827064333124266,8.570297021693769
